OrderID,Date,CustomerID,ProductID,StoreID,SalesChannel,Quantity,FinalPrice
5525,2026-03-27,1027,17,6,Online,2,2339.1
5526,2025-11-27,1211,13,5,Online,1,5129.1
5527,2025-06-07,1587,15,9,Online,2,3689.1
5528,2024-07-14,1952,18,13,Online,2,359.1
5529,2025-10-15,1587,23,11,Online,2,359.1
5530,2025-01-20,1839,22,10,Store,1,299.0
5531,2025-08-20,1133,3,1,Store,2,1999.0
5532,2026-03-29,1761,16,4,Store,1,3599.0
5533,2024-06-13,1089,5,6,Store,1,3500.0
5534,2024-11-17,1891,10,5,Online,2,629.1
5535,2026-04-29,1692,1,11,Store,1,3999.0
5536,2024-09-30,1279,14,11,Store,2,4999.0
5537,2025-04-29,1340,2,9,Store,2,2999.0
5538,2025-11-27,1646,10,7,Online,1,629.1
5539,2025-12-20,1986,9,7,Online,2,989.1
5540,2025-05-05,1456,25,5,Store,2,399.0
5541,2024-12-19,1397,7,9,Online,1,233.1
5542,2025-11-13,1259,20,4,Store,1,79.0
5543,2025-06-08,1942,20,13,Store,2,79.0
5544,2026-02-14,1640,23,13,Store,2,399.0
5545,2026-01-17,1305,12,5,Store,2,599.0
5546,2025-10-25,1673,22,14,Online,2,269.1
5547,2025-06-08,1784,24,7,Store,2,599.0
5548,2025-06-25,1169,5,8,Online,2,3150.0
5549,2025-01-31,1707,13,10,Store,1,5699.0
5550,2026-02-02,1570,25,13,Store,2,399.0
5551,2024-06-20,1624,9,14,Online,2,989.1
5552,2025-02-05,1053,15,14,Store,1,4099.0
5553,2025-02-19,1307,25,2,Store,1,399.0
5554,2025-11-16,1089,15,7,Online,2,3689.1
5555,2025-01-25,1295,20,8,Store,2,79.0
5556,2024-09-04,1177,8,13,Store,2,1499.0
5557,2026-01-17,1430,21,12,Store,2,49.0
5558,2024-12-28,1887,19,2,Store,2,99.0
5559,2025-04-03,1996,20,11,Online,2,71.1
5560,2025-05-05,1677,6,9,Store,2,2499.0
5561,2025-04-27,1762,23,11,Online,1,359.1
5562,2026-03-19,1483,12,3,Store,1,599.0
5563,2024-08-01,1564,8,12,Online,1,1349.1
5564,2025-07-07,1164,14,11,Online,1,4499.1
5565,2025-06-05,1712,25,8,Online,2,359.1
5566,2025-06-27,1391,14,13,Store,1,4999.0
5567,2024-09-28,1846,11,3,Store,1,1199.0
5568,2025-09-04,1779,10,9,Store,2,699.0
5569,2025-05-21,1707,21,6,Online,1,44.1
5570,2026-02-07,1503,6,6,Online,2,2249.1
5571,2025-03-16,1270,21,1,Store,2,49.0
5572,2026-03-27,1867,12,12,Store,2,599.0
5573,2026-03-03,1879,2,2,Online,1,2699.1
5574,2025-01-04,1524,25,3,Online,2,359.1
5575,2026-02-11,1672,22,4,Online,1,269.1
5576,2024-10-01,1759,18,2,Store,2,399.0
5577,2024-12-10,1955,7,10,Online,2,233.1
5578,2025-08-16,1666,8,9,Online,1,1349.1
5579,2024-11-20,1965,21,14,Store,1,49.0
5580,2025-01-05,1672,2,1,Store,1,2999.0
5581,2026-02-16,1943,15,6,Store,2,4099.0
5582,2025-12-19,1082,12,7,Online,1,539.1
5583,2024-06-23,1106,6,3,Online,2,2249.1
5584,2026-03-09,1602,20,13,Store,1,79.0
5585,2024-11-16,1906,2,3,Online,2,2699.1
5586,2026-01-07,1023,20,9,Online,2,71.1
5587,2024-12-16,1080,5,4,Store,1,3500.0
5588,2024-11-15,1300,3,2,Store,1,1999.0
5589,2025-11-24,1395,9,10,Store,2,1099.0
5590,2025-09-22,1665,20,2,Online,2,71.1
5591,2026-04-25,1149,18,10,Online,2,359.1
5592,2024-12-05,1147,7,2,Store,2,259.0
5593,2026-04-05,1327,17,7,Store,1,2599.0
5594,2024-09-01,1524,15,9,Online,1,3689.1
5595,2026-01-17,1205,12,12,Store,2,599.0
5596,2025-11-08,1304,2,9,Online,1,2699.1
5597,2025-10-13,1340,22,10,Store,1,299.0
5598,2024-12-11,1055,1,11,Online,1,3599.1
5599,2026-04-01,1149,7,12,Online,1,233.1
5600,2025-01-03,1612,14,4,Online,1,4499.1
5601,2025-12-25,1505,25,12,Store,2,399.0
5602,2026-02-24,1074,13,12,Online,2,5129.1
5603,2024-10-08,1428,8,10,Online,2,1349.1
5604,2024-06-29,1663,14,2,Online,2,4499.1
5605,2026-04-09,1935,25,1,Store,2,399.0
5606,2024-11-15,1709,6,9,Online,2,2249.1
5607,2026-03-01,1634,9,9,Store,2,1099.0
5608,2025-01-27,1407,19,3,Store,1,99.0
5609,2025-03-24,1837,25,7,Online,2,359.1
5610,2024-09-04,1413,8,14,Online,1,1349.1
5611,2026-01-30,1400,10,10,Online,1,629.1
5612,2025-08-30,1811,20,14,Store,2,79.0
5613,2025-01-12,1033,7,13,Online,2,233.1
5614,2024-07-15,1534,7,9,Online,2,233.1
5615,2024-09-20,1805,19,10,Store,1,99.0
5616,2025-12-16,1150,18,8,Store,1,399.0
5617,2025-03-31,1076,7,5,Store,2,259.0
5618,2025-02-25,1190,11,10,Store,1,1199.0
5619,2025-06-25,1273,20,1,Store,1,79.0
5620,2024-07-12,1744,22,10,Online,1,269.1
5621,2026-03-15,1907,20,5,Online,2,71.1
5622,2024-07-24,1954,22,6,Store,1,299.0
5623,2025-07-05,1894,22,13,Store,2,299.0
5624,2025-04-18,1895,6,10,Store,2,2499.0
5625,2025-03-20,1408,16,14,Online,1,3239.1
5626,2024-07-07,1275,10,14,Store,1,699.0
5627,2025-02-15,1986,5,4,Online,1,3150.0
5628,2025-06-25,1082,20,8,Store,2,79.0
5629,2026-01-16,1278,17,6,Store,2,2599.0
5630,2026-03-27,1713,22,8,Online,1,269.1
5631,2026-04-24,1672,11,11,Store,2,1199.0
5632,2024-11-16,1760,17,5,Store,2,2599.0
5633,2024-09-26,1694,15,13,Online,1,3689.1
5634,2025-02-27,1687,1,1,Store,2,3999.0
5635,2025-02-18,1899,24,1,Store,1,599.0
5636,2025-12-24,1199,23,7,Online,2,359.1
5637,2025-12-06,1575,12,1,Store,1,599.0
5638,2025-03-04,1964,11,2,Store,2,1199.0
5639,2025-07-18,1474,1,6,Store,1,3999.0
5640,2024-07-25,1407,18,11,Online,2,359.1
5641,2024-12-08,1724,21,6,Store,1,49.0
5642,2025-04-23,1740,25,8,Online,2,359.1
5643,2026-03-03,1632,1,9,Store,1,3999.0
5644,2026-03-05,1464,9,10,Online,1,989.1
5645,2025-07-25,1574,3,2,Store,2,1999.0
5646,2025-11-25,1229,16,12,Store,1,3599.0
5647,2024-11-04,1467,4,10,Online,2,269.1
5648,2025-03-18,1317,22,6,Online,2,269.1
5649,2025-05-05,1497,18,2,Online,2,359.1
5650,2024-12-04,1181,3,4,Online,2,1799.1
5651,2025-01-08,1062,25,12,Online,2,359.1
5652,2026-04-05,1619,19,8,Online,2,89.1
5653,2025-11-04,1902,8,7,Online,1,1349.1
5654,2024-12-18,1499,2,8,Online,2,2699.1
5655,2026-02-14,1131,8,7,Store,2,1499.0
5656,2025-11-28,1323,13,14,Store,2,5699.0
5657,2025-07-02,1956,8,1,Online,1,1349.1
5658,2025-05-08,1329,15,2,Online,1,3689.1
5659,2026-04-11,1649,19,2,Online,2,89.1
5660,2025-06-29,1679,6,11,Online,1,2249.1
5661,2025-08-12,1621,5,5,Online,2,3150.0
5662,2026-01-10,1036,24,2,Store,2,599.0
5663,2024-06-18,1152,15,11,Online,1,3689.1
5664,2024-09-27,1558,10,7,Store,2,699.0
5665,2024-12-03,1190,10,4,Store,1,699.0
5666,2026-01-30,1364,12,12,Store,2,599.0
5667,2025-12-18,1309,2,10,Online,1,2699.1
5668,2025-07-18,1613,21,11,Online,1,44.1
5669,2024-10-24,1657,13,9,Store,2,5699.0
5670,2024-08-29,1816,4,1,Store,2,299.0
5671,2025-10-17,1703,12,7,Store,2,599.0
5672,2026-04-21,1753,25,14,Store,1,399.0
5673,2024-10-30,1814,17,11,Store,1,2599.0
5674,2024-08-15,1333,6,1,Online,1,2249.1
5675,2025-04-26,1581,24,2,Online,1,539.1
5676,2024-07-04,1772,14,4,Store,2,4999.0
5677,2024-06-18,1303,16,8,Online,2,3239.1
5678,2025-10-03,1879,24,5,Online,2,539.1
5679,2025-11-18,1787,18,2,Online,1,359.1
5680,2024-10-17,1136,19,9,Store,2,99.0
5681,2024-12-18,1549,12,1,Online,2,539.1
5682,2025-12-23,1265,16,13,Store,2,3599.0
5683,2025-04-13,1046,1,6,Store,2,3999.0
5684,2026-02-18,1166,18,5,Online,2,359.1
5685,2025-08-26,1083,16,6,Online,1,3239.1
5686,2025-09-14,1470,2,14,Store,1,2999.0
5687,2024-07-31,1689,7,2,Store,1,259.0
5688,2025-03-06,1674,17,2,Store,2,2599.0
5689,2026-02-07,1521,14,8,Store,1,4999.0
5690,2025-06-23,1219,11,9,Store,1,1199.0
5691,2026-03-07,1286,14,13,Online,1,4499.1
5692,2025-08-12,1165,12,12,Store,2,599.0
5693,2024-08-02,1540,5,14,Online,2,3150.0
5694,2025-11-30,1116,13,4,Online,1,5129.1
5695,2024-12-06,1253,13,13,Store,1,5699.0
5696,2025-03-21,1216,17,9,Online,2,2339.1
5697,2025-07-14,1588,20,11,Store,2,79.0
5698,2024-06-02,1936,23,8,Online,2,359.1
5699,2024-08-26,1910,24,11,Online,1,539.1
5700,2025-09-24,1649,21,6,Store,1,49.0
5701,2026-02-04,1961,20,8,Store,1,79.0
5702,2025-07-16,1233,20,7,Online,1,71.1
5703,2024-11-06,1704,21,14,Online,2,44.1
5704,2025-12-12,1295,21,1,Store,1,49.0
5705,2024-12-30,1292,5,9,Online,2,3150.0
5706,2026-05-10,1462,6,5,Store,1,2499.0
5707,2025-05-28,1513,7,1,Store,2,259.0
5708,2024-10-04,1945,10,11,Store,2,699.0
5709,2025-12-25,1234,21,6,Online,2,44.1
5710,2025-09-02,1747,5,8,Store,2,3500.0
5711,2024-06-21,1171,24,7,Store,2,599.0
5712,2025-12-09,1512,22,8,Store,2,299.0
5713,2025-02-07,1268,5,11,Store,2,3500.0
5714,2025-02-08,1603,25,7,Online,2,359.1
5715,2025-09-09,1886,4,14,Online,2,269.1
5716,2025-10-11,1448,12,1,Online,1,539.1
5717,2025-11-22,1544,14,2,Store,1,4999.0
5718,2024-12-27,1589,8,7,Store,2,1499.0
5719,2025-02-08,1995,17,11,Store,2,2599.0
5720,2025-11-14,1382,4,7,Store,2,299.0
5721,2025-09-06,1565,18,11,Store,1,399.0
5722,2024-07-11,1262,8,1,Store,1,1499.0
5723,2024-09-11,1723,22,12,Online,1,269.1
5724,2025-06-09,1827,17,14,Store,2,2599.0
5725,2025-06-01,1836,23,10,Online,1,359.1
5726,2024-11-22,1110,17,3,Store,1,2599.0
5727,2025-06-15,1350,3,13,Online,1,1799.1
5728,2025-08-17,1525,23,1,Store,2,399.0
5729,2025-05-17,1350,12,8,Online,1,539.1
5730,2025-02-16,1171,4,13,Online,1,269.1
5731,2024-09-24,1067,7,13,Online,2,233.1
5732,2025-06-01,1614,6,1,Online,1,2249.1
5733,2025-12-30,1284,1,13,Online,2,3599.1
5734,2025-01-06,1311,15,14,Online,1,3689.1
5735,2024-06-27,1135,21,2,Online,2,44.1
5736,2026-03-24,1294,24,1,Store,1,599.0
5737,2024-07-23,1046,7,7,Store,1,259.0
5738,2025-10-19,1166,12,3,Store,1,599.0
5739,2024-12-02,1120,12,9,Store,1,599.0
5740,2024-11-14,1871,3,14,Store,1,1999.0
5741,2025-01-03,1765,15,12,Online,2,3689.1
5742,2025-10-05,1573,14,12,Store,2,4999.0
5743,2024-07-20,1571,23,13,Online,1,359.1
5744,2025-01-05,1958,19,13,Online,2,89.1
5745,2025-02-12,1352,1,7,Online,1,3599.1
5746,2026-03-30,1252,21,5,Store,1,49.0
5747,2025-07-20,1085,7,14,Store,1,259.0
5748,2025-02-15,1796,15,1,Online,2,3689.1
5749,2025-09-06,1925,23,9,Online,1,359.1
5750,2026-04-25,1837,14,3,Online,1,4499.1
5751,2024-07-31,1001,15,7,Online,2,3689.1
5752,2024-12-07,1224,10,3,Online,2,629.1
5753,2025-07-16,1135,22,5,Online,1,269.1
5754,2025-12-06,1605,20,4,Store,1,79.0
5755,2025-02-04,1282,22,1,Online,1,269.1
5756,2024-09-07,1011,10,14,Online,2,629.1
5757,2025-07-08,1258,24,14,Store,1,599.0
5758,2024-10-05,1178,13,7,Online,1,5129.1
5759,2024-06-04,1029,6,7,Online,2,2249.1
5760,2025-08-24,1049,23,2,Store,2,399.0
5761,2025-08-08,1865,11,1,Online,2,1079.1
5762,2025-04-07,1614,15,7,Store,1,4099.0
5763,2024-08-26,1292,16,13,Store,1,3599.0
5764,2025-11-18,1878,4,4,Store,2,299.0
5765,2024-08-24,1130,4,2,Online,1,269.1
5766,2026-05-13,1569,14,9,Store,2,4999.0
5767,2024-08-21,1709,17,10,Store,2,2599.0
5768,2026-02-07,1288,15,13,Online,1,3689.1
5769,2025-02-24,1477,13,11,Store,2,5699.0
5770,2025-08-30,1990,13,7,Store,1,5699.0
5771,2025-08-29,1435,25,7,Store,1,399.0
5772,2025-08-24,1216,18,2,Store,1,399.0
5773,2026-02-10,1534,8,11,Store,2,1499.0
5774,2026-01-09,1841,11,8,Online,2,1079.1
5775,2025-02-07,1585,17,2,Store,2,2599.0
5776,2026-03-14,1438,2,12,Store,1,2999.0
5777,2025-09-05,1774,5,3,Online,1,3150.0
5778,2025-10-15,1580,6,9,Online,2,2249.1
5779,2026-04-13,1931,19,13,Store,2,99.0
5780,2025-01-10,1150,3,7,Online,2,1799.1
5781,2024-11-02,1717,9,7,Store,1,1099.0
5782,2026-03-29,1100,1,9,Online,2,3599.1
5783,2024-09-07,1530,17,13,Online,2,2339.1
5784,2025-08-18,1720,10,14,Store,2,699.0
5785,2025-03-18,1779,3,6,Store,2,1999.0
5786,2025-12-05,1855,25,13,Online,1,359.1
5787,2024-06-16,1053,15,14,Store,1,4099.0
5788,2025-11-02,1857,17,3,Online,2,2339.1
5789,2025-10-02,1331,7,11,Store,1,259.0
5790,2026-01-05,1351,14,3,Online,2,4499.1
5791,2024-12-04,1184,8,4,Store,1,1499.0
5792,2024-07-04,1030,7,3,Store,2,259.0
5793,2025-01-17,1202,22,9,Online,1,269.1
5794,2026-05-20,1110,22,13,Online,1,269.1
5795,2026-03-31,1058,4,4,Store,2,299.0
5796,2025-12-30,1869,22,14,Online,1,269.1
5797,2025-12-16,1757,17,9,Store,2,2599.0
5798,2025-07-30,1064,6,1,Store,2,2499.0
5799,2024-10-24,1187,4,5,Store,2,299.0
5800,2025-11-14,1021,5,14,Store,1,3500.0
5801,2024-07-22,1373,5,11,Store,1,3500.0
5802,2024-08-24,1012,3,8,Store,2,1999.0
5803,2025-11-06,1348,24,12,Online,1,539.1
5804,2026-02-09,1212,5,7,Store,1,3500.0
5805,2025-12-29,1176,2,13,Online,1,2699.1
5806,2024-11-09,1429,23,10,Online,1,359.1
5807,2025-07-28,1117,25,6,Online,2,359.1
5808,2025-03-02,1314,8,5,Online,1,1349.1
5809,2024-08-07,1173,12,9,Online,2,539.1
5810,2026-02-22,1526,25,14,Store,2,399.0
5811,2025-02-05,1829,7,14,Store,2,259.0
5812,2024-11-17,1678,21,14,Online,2,44.1
5813,2025-03-15,1883,15,13,Online,2,3689.1
5814,2025-01-18,1349,11,1,Store,2,1199.0
5815,2026-04-29,1568,14,10,Store,1,4999.0
5816,2025-03-25,1133,12,13,Store,2,599.0
5817,2025-02-19,1943,17,14,Store,2,2599.0
5818,2024-08-21,1357,20,13,Store,1,79.0
5819,2026-04-29,1877,12,12,Store,1,599.0
5820,2024-12-09,1972,10,8,Online,1,629.1
5821,2025-12-28,1428,2,9,Online,2,2699.1
5822,2026-04-12,1563,9,9,Store,1,1099.0
5823,2025-09-13,1515,10,2,Store,1,699.0
5824,2025-07-23,1880,9,12,Store,1,1099.0
5825,2025-05-30,1612,1,3,Store,2,3999.0
5826,2025-01-17,1195,11,11,Online,2,1079.1
5827,2025-04-25,1185,25,8,Store,1,399.0
5828,2025-12-22,1458,3,13,Store,1,1999.0
5829,2025-03-12,1247,23,4,Online,2,359.1
5830,2025-08-15,1910,19,5,Online,1,89.1
5831,2025-11-15,1523,7,10,Store,1,259.0
5832,2026-04-12,1715,22,12,Online,1,269.1
5833,2025-02-01,1277,9,6,Store,2,1099.0
5834,2025-12-11,1801,14,9,Store,2,4999.0
5835,2025-09-04,1141,9,14,Store,2,1099.0
5836,2025-09-23,1161,21,10,Online,2,44.1
5837,2026-03-30,1902,8,11,Store,2,1499.0
5838,2024-06-17,1306,16,4,Store,1,3599.0
5839,2025-04-07,1909,6,11,Store,1,2499.0
5840,2025-08-20,1848,15,5,Online,1,3689.1
5841,2025-06-23,1294,23,8,Online,2,359.1
5842,2024-11-26,1906,20,9,Store,1,79.0
5843,2025-09-19,1289,18,1,Store,1,399.0
5844,2024-09-29,1667,23,14,Online,2,359.1
5845,2024-07-30,1641,13,9,Online,1,5129.1
5846,2024-11-16,1572,2,10,Online,1,2699.1
5847,2026-05-17,1968,11,3,Store,1,1199.0
5848,2026-03-17,1336,15,1,Store,2,4099.0
5849,2024-09-19,1487,6,2,Store,2,2499.0
5850,2024-06-09,1929,13,11,Store,1,5699.0
5851,2025-02-09,1382,14,11,Store,1,4999.0
5852,2025-05-01,1823,24,3,Store,2,599.0
5853,2026-05-17,1723,10,3,Store,1,699.0
5854,2025-08-29,1185,13,12,Online,1,5129.1
5855,2025-02-22,1627,10,10,Online,2,629.1
5856,2026-02-17,1798,13,11,Store,2,5699.0
5857,2024-05-28,1199,6,5,Online,2,2249.1
5858,2025-08-09,1901,20,6,Online,1,71.1
5859,2025-08-01,1982,3,10,Store,2,1999.0
5860,2025-06-29,1008,4,9,Store,1,299.0
5861,2025-02-09,1433,7,2,Store,1,259.0
5862,2026-04-26,1807,23,12,Store,1,399.0
5863,2024-09-13,1455,12,12,Store,1,599.0
5864,2024-11-24,1700,7,7,Online,2,233.1
5865,2025-03-06,1122,4,2,Store,1,299.0
5866,2025-07-01,1918,23,10,Store,1,399.0
5867,2026-02-05,1540,19,10,Store,2,99.0
5868,2025-02-07,1194,4,13,Store,1,299.0
5869,2024-06-05,1180,7,11,Store,2,259.0
5870,2025-09-17,1405,21,11,Store,1,49.0
5871,2025-11-07,1938,2,2,Store,1,2999.0
5872,2025-09-08,1221,21,7,Store,2,49.0
5873,2025-03-05,1478,6,8,Store,2,2499.0
5874,2025-10-01,1749,25,1,Store,2,399.0
5875,2024-08-20,1545,24,3,Online,1,539.1
5876,2026-02-06,1812,12,13,Store,2,599.0
5877,2024-06-26,1424,3,13,Store,1,1999.0
5878,2024-06-22,1090,23,6,Store,1,399.0
5879,2026-03-04,1579,8,4,Online,2,1349.1
5880,2025-12-07,1354,14,7,Online,2,4499.1
5881,2024-09-21,1013,5,4,Store,2,3500.0
5882,2024-10-10,1636,24,14,Store,2,599.0
5883,2025-08-08,1351,22,2,Store,1,299.0
5884,2025-04-12,1779,22,11,Store,1,299.0
5885,2026-05-19,1404,19,2,Store,2,99.0
5886,2025-08-29,1091,10,10,Online,2,629.1
5887,2026-04-13,1984,1,5,Online,2,3599.1
5888,2026-05-08,1743,12,2,Online,1,539.1
5889,2025-10-28,1371,5,7,Store,1,3500.0
5890,2025-01-09,1736,16,10,Store,1,3599.0
5891,2026-05-10,1333,14,2,Online,2,4499.1
5892,2024-08-28,1797,14,1,Store,1,4999.0
5893,2026-04-21,1566,23,3,Online,1,359.1
5894,2024-10-20,1649,9,3,Store,2,1099.0
5895,2025-12-28,1150,15,14,Online,1,3689.1
5896,2024-10-21,1206,14,8,Online,2,4499.1
5897,2026-02-02,1986,16,2,Store,2,3599.0
5898,2025-12-04,1096,7,6,Store,1,259.0
5899,2024-10-07,1781,10,12,Store,2,699.0
5900,2024-12-27,1526,22,14,Online,1,269.1
5901,2025-07-23,1824,13,11,Online,2,5129.1
5902,2024-10-28,1497,8,4,Store,2,1499.0
5903,2025-12-01,1875,15,3,Store,2,4099.0
5904,2024-06-10,1769,3,3,Online,2,1799.1
5905,2025-01-17,1531,25,13,Online,2,359.1
5906,2024-09-05,1446,20,4,Online,2,71.1
5907,2025-04-29,1784,3,2,Store,1,1999.0
5908,2025-01-09,1596,11,14,Online,2,1079.1
5909,2025-01-09,1309,8,7,Store,2,1499.0
5910,2026-01-02,1404,19,7,Online,2,89.1
5911,2025-12-22,1700,21,12,Store,1,49.0
5912,2025-02-05,1325,24,10,Online,1,539.1
5913,2024-09-15,1117,10,5,Store,2,699.0
5914,2025-07-12,1268,25,7,Store,2,399.0
5915,2025-09-11,1208,11,6,Online,1,1079.1
5916,2025-02-03,1014,23,14,Store,1,399.0
5917,2025-03-12,1708,15,2,Online,2,3689.1
5918,2026-02-26,1102,12,6,Online,1,539.1
5919,2025-09-30,1203,6,7,Online,1,2249.1
5920,2025-08-03,1443,22,12,Store,2,299.0
5921,2025-01-01,1341,8,7,Online,2,1349.1
5922,2024-11-02,1122,10,10,Store,1,699.0
5923,2024-12-09,1120,18,2,Online,2,359.1
5924,2024-11-07,1824,22,6,Online,1,269.1
5925,2024-08-17,1500,2,1,Online,1,2699.1
5926,2024-09-22,1473,11,7,Online,2,1079.1
5927,2026-02-13,1788,20,6,Online,1,71.1
5928,2024-12-27,1049,8,13,Store,1,1499.0
5929,2024-10-07,1009,17,11,Store,1,2599.0
5930,2025-08-04,1560,7,8,Online,1,233.1
5931,2025-08-09,1860,4,3,Store,1,299.0
5932,2025-04-06,1486,16,3,Store,1,3599.0
5933,2025-05-08,1885,23,2,Store,2,399.0
5934,2026-05-24,1119,13,5,Store,1,5699.0
5935,2025-11-22,1026,6,11,Online,2,2249.1
5936,2026-02-19,1202,11,1,Store,2,1199.0
5937,2025-05-11,1827,13,3,Store,1,5699.0
5938,2025-03-02,1489,5,14,Store,1,3500.0
5939,2025-11-03,1645,19,13,Online,2,89.1
5940,2025-12-10,1151,25,1,Store,1,399.0
5941,2024-12-24,1730,12,2,Online,1,539.1
5942,2025-10-08,1110,15,1,Store,2,4099.0
5943,2025-02-02,1380,16,8,Store,2,3599.0
5944,2025-11-15,1582,1,6,Online,2,3599.1
5945,2024-07-19,1410,12,12,Store,1,599.0
5946,2024-05-28,1983,13,8,Store,2,5699.0
5947,2025-04-14,1123,14,9,Online,1,4499.1
5948,2025-11-29,1694,23,9,Store,1,399.0
5949,2026-04-12,1365,12,7,Store,1,599.0
5950,2025-04-19,1300,8,7,Store,2,1499.0
5951,2024-12-23,1521,18,4,Online,2,359.1
5952,2025-11-13,1055,9,11,Store,1,1099.0
5953,2025-06-16,1004,13,2,Store,2,5699.0
5954,2025-11-22,1244,16,3,Online,1,3239.1
5955,2025-01-12,1356,12,3,Online,1,539.1
5956,2026-03-15,1273,21,13,Store,1,49.0
5957,2025-01-17,1829,15,13,Store,1,4099.0
5958,2024-07-01,1037,19,12,Online,1,89.1
5959,2026-01-24,1702,8,10,Store,1,1499.0
5960,2025-04-01,1914,12,2,Online,2,539.1
5961,2026-05-23,1349,4,6,Online,1,269.1
5962,2025-09-09,1774,7,13,Store,1,259.0
5963,2025-12-11,1598,9,12,Store,1,1099.0
5964,2025-08-25,1048,23,4,Store,1,399.0
5965,2025-06-30,1466,19,14,Store,2,99.0
5966,2024-12-02,1731,22,1,Store,1,299.0
5967,2024-10-17,1868,1,11,Online,1,3599.1
5968,2024-06-15,1980,19,6,Online,2,89.1
5969,2026-05-13,1722,20,5,Online,1,71.1
5970,2026-01-08,1412,25,12,Online,2,359.1
5971,2025-10-10,1612,5,5,Store,2,3500.0
5972,2025-06-20,1905,25,13,Store,1,399.0
5973,2024-11-09,1705,12,5,Online,2,539.1
5974,2024-11-12,1605,9,5,Online,1,989.1
5975,2025-12-12,1410,22,12,Online,2,269.1
5976,2024-08-22,1029,18,8,Store,2,399.0
5977,2025-01-21,1699,4,1,Online,2,269.1
5978,2025-11-22,1061,2,4,Store,2,2999.0
5979,2026-02-09,1090,22,2,Store,1,299.0
5980,2025-10-27,1033,10,12,Online,1,629.1
5981,2026-04-20,1979,9,4,Online,2,989.1
5982,2026-04-04,1584,1,1,Online,2,3599.1
5983,2025-04-12,1835,19,2,Store,2,99.0
5984,2025-05-04,1303,5,12,Online,1,3150.0
5985,2025-07-18,1003,16,4,Store,2,3599.0
5986,2026-04-12,1500,7,7,Store,2,259.0
5987,2026-02-03,1130,4,4,Online,2,269.1
5988,2024-11-13,1268,11,1,Store,1,1199.0
5989,2025-09-09,1342,8,7,Online,2,1349.1
5990,2024-12-14,1930,1,14,Store,2,3999.0
5991,2024-07-10,1506,25,7,Store,2,399.0
5992,2025-07-20,1450,25,14,Online,1,359.1
5993,2026-03-16,1702,21,11,Online,2,44.1
5994,2024-07-10,1218,7,9,Online,2,233.1
5995,2025-07-30,1003,11,8,Online,2,1079.1
5996,2025-09-26,1159,7,5,Online,1,233.1
5997,2025-01-26,1891,15,4,Store,1,4099.0
5998,2025-11-28,1672,11,6,Store,1,1199.0
5999,2024-11-26,1275,22,7,Online,2,269.1
6000,2025-05-31,1248,16,11,Online,2,3239.1
6001,2024-09-24,1218,5,7,Online,1,3150.0
6002,2025-09-04,1079,14,8,Online,1,4499.1
6003,2026-01-27,1065,23,8,Online,1,359.1
6004,2024-11-20,1354,19,7,Store,1,99.0
6005,2025-09-05,1837,7,1,Store,2,259.0
6006,2025-10-03,1028,19,7,Online,1,89.1
6007,2026-01-14,1631,14,5,Store,2,4999.0
6008,2024-10-14,1460,1,13,Online,1,3599.1
6009,2024-06-07,1692,24,3,Online,1,539.1
6010,2026-03-04,1941,4,5,Store,2,299.0
6011,2026-02-04,1768,6,8,Store,1,2499.0
6012,2025-11-04,1501,16,12,Store,1,3599.0
6013,2025-03-16,1423,3,6,Store,2,1999.0
6014,2024-11-29,1672,18,12,Online,2,359.1
6015,2024-12-08,1671,17,9,Store,2,2599.0
6016,2025-04-19,1917,8,9,Store,2,1499.0
6017,2025-07-24,1186,18,12,Store,2,399.0
6018,2025-09-29,1766,18,5,Store,1,399.0
6019,2025-10-31,1774,14,1,Online,2,4499.1
6020,2024-08-10,1442,7,4,Online,2,233.1
6021,2025-02-15,1435,5,1,Store,1,3500.0
6022,2025-03-07,1501,18,11,Online,2,359.1
6023,2026-04-23,1914,13,7,Online,1,5129.1
6024,2024-06-28,1167,10,3,Online,2,629.1
6025,2025-02-17,1401,13,5,Store,1,5699.0
6026,2026-05-02,1345,1,8,Store,2,3999.0
6027,2026-04-20,1947,17,7,Store,2,2599.0
6028,2025-08-20,1496,25,9,Online,1,359.1
6029,2025-12-31,1571,1,14,Store,2,3999.0
6030,2025-09-05,1476,22,13,Store,1,299.0
6031,2024-06-24,1280,20,4,Online,2,71.1
6032,2025-11-10,1785,16,2,Online,1,3239.1
6033,2025-06-19,1143,6,8,Online,1,2249.1
6034,2024-08-12,1630,23,3,Online,1,359.1
6035,2025-01-26,1753,7,12,Online,1,233.1
6036,2026-02-21,1710,12,3,Store,1,599.0
6037,2024-12-12,1577,16,4,Online,2,3239.1
6038,2025-01-04,1349,11,10,Online,1,1079.1
6039,2024-07-03,1716,14,11,Store,2,4999.0
6040,2024-10-07,1411,15,13,Online,1,3689.1
6041,2026-05-11,1598,22,11,Store,1,299.0
6042,2025-06-06,1101,11,14,Store,1,1199.0
6043,2026-01-29,1063,20,10,Store,2,79.0
6044,2025-03-17,1276,5,4,Store,1,3500.0
6045,2025-01-14,1801,6,11,Store,1,2499.0
6046,2024-07-29,1664,20,3,Online,1,71.1
6047,2025-02-28,1834,21,14,Store,1,49.0
6048,2024-10-12,1656,4,4,Online,1,269.1
6049,2026-04-11,1747,9,1,Store,2,1099.0
6050,2025-06-26,1127,3,8,Online,1,1799.1
6051,2024-12-06,1941,20,8,Store,1,79.0
